,Autoridad,Entidad,Ano,Tipo,Descripcion,Cantidad
125,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,GUANAJUATO,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,1
126,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,GUANAJUATO,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
127,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,HIDALGO,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,3
128,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,HIDALGO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
129,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,HIDALGO,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
130,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,JALISCO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
131,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,JALISCO,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
132,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,JALISCO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
133,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,JALISCO,2014,Hecho_Violatorio,"INCUMPLIR CON ALGUNA DE LAS FORMALIDADES PARA LA EMISION DE LA ORDEN DE CATEO O DURANTE LA EJECUCION DE ESTE, ASI COMO PARA LAS VISITAS DOMICILIARIAS",1
134,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,JALISCO,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
135,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ESTADO DE MEXICO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
136,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ESTADO DE MEXICO,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
137,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ESTADO DE MEXICO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
138,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,1
139,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,1
140,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,ESTADO DE MEXICO,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
141,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MICHOACAN,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,1
142,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MICHOACAN,2014,Hecho_Violatorio,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,1
143,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MICHOACAN,2014,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,1
144,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,DETENCION ARBITRARIA,2
145,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
146,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,1
147,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,"EFECTUAR UNA DETENCION SIN CONTAR CON LA ORDEN CORRESPONDIENTE, FUERA DE LOS CASOS DE FLAGRANCIA",1
148,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,1
149,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,1
150,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,MORELOS,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
151,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NAYARIT,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,1
152,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NAYARIT,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
153,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NUEVO LEON,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,3
154,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NUEVO LEON,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
155,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NUEVO LEON,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",2
156,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NUEVO LEON,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
157,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NUEVO LEON,2014,Hecho_Violatorio,RETENCION ILEGAL,1
158,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,NUEVO LEON,2014,Motivo_Conclusion,ORIENTACION,1
159,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",29
160,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,27
161,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,22
162,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",7
163,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,5
164,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,5
165,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,EJERCER VIOLENCIA DESPROPORCIONADA DURANTE LA DETENCION,3
166,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",2
167,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,2
168,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,2
169,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
170,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,ACTOS O OMISIONES CONTRARIOS A LA LEGALIDAD RELACIONADOS CON LA CLAUSURA ADMINISTRATIVA,1
171,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,CAUSAR UN DAÑO DERIVADO DEL EMPLEO ARBITRARIO DE LA FUERZA PUBLICA,1
172,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
173,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,INTIMIDACION,1
174,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,"OMITIR CUSTODIAR, VIGILAR, PROTEGER Y/O DAR SEGURIDAD A LUGARES, INSTALACIONES O BIENES EN GENERAL, AFECTANDO LOS DERECHOS DE TERCEROS",1
175,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,"OMITIR CUSTODIAR, VIGILAR, PROTEGER, ESTABLECER MEDIDAS CAUTELARES Y/O DAR SEGURIDAD A PERSONAS",1
176,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,1
177,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR REGULARIZAR LA CALIDAD MIGRATORIA,1
178,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
179,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,"OMITIR, SUSPENDER, RETRASAR O BRINDAR DEFICIENTEMENTE LOS SERVICIOS, EN MATERIA DE SEGURIDAD PUBLICA",1
180,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,1
181,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,RESTRINGIR EL DERECHO DE EXPRESION POR VIAS O MEDIOS INDIRECTOS,1
182,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Hecho_Violatorio,RETENCION ILEGAL,1
183,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,5
184,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,OAXACA,2014,Motivo_Conclusion,ORIENTACION,2
185,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
186,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,2
187,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
188,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
189,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
190,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
191,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,1
192,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Hecho_Violatorio,RETENCION ILEGAL,1
193,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,PUEBLA,2014,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,1
194,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",3
195,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
196,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,2
197,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
198,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
199,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
200,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,1
201,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUERETARO,2014,Hecho_Violatorio,RETENCION ILEGAL,1
202,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,5
203,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,3
204,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",2
205,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,EMPLEAR ILEGALMENTE LA INFORMACION,1
206,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,1
207,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION A PERSONAS QUE LO NECESITEN,1
208,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,1
209,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
210,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Hecho_Violatorio,REVELAR DATOS PERSONALES,1
211,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
212,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Motivo_Conclusion,ORIENTACION,1
213,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,QUINTANA ROO,2014,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
214,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,2
215,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
216,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
217,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
218,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SINALOA,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
219,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,9
220,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",8
221,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,6
222,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",3
223,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
224,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",1
225,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
226,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,EXPULSAR ILEGALMENTE DEL PAIS,1
227,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
228,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
229,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,1
230,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR RESPETAR LA GARANTIA DE AUDIENCIA,1
231,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Hecho_Violatorio,RETENCION ILEGAL,1
232,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Motivo_Conclusion,ACUMULACION,2
233,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
234,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SAN LUIS POTOSI,2014,Motivo_Conclusion,ORIENTACION,1
235,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,2
236,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",2
237,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
238,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,1
239,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
240,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
241,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,SONORA,2014,Motivo_Conclusion,ORIENTACION,1
242,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",37
243,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHO A LOS MIGRANTES Y DE SUS FAMILIARES,33
244,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,33
245,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,"APODERARSE DE UN BIEN MUEBLE SIN EL CONSENTIMIENTO DEL PROPIETARIO, SIN QUE EXISTA CAUSA JUSTIFICADA",5
246,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",5
247,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,DETENCION ARBITRARIA,3
248,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,OMITIR BRINDAR ASESORIA JURIDICA E INFORMACION SOBRE EL DESARROLLO DEL PROCEDIMIENTO,2
249,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,OMITIR BRINDAR PROTECCION A PERSONAS QUE LO NECESITEN,2
250,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
251,INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION,TABASCO,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
