,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
175,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,SONORA,4
176,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,NAYARIT,3
177,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,CHIHUAHUA,2
178,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,OAXACA,2
179,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,PUEBLA,2
180,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,SINALOA,2
181,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,ZACATECAS,2
182,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,AGUASCALIENTES,1
183,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,DURANGO,1
184,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,GUANAJUATO,1
185,DETENCION ARBITRARIA,"POLICIA FEDERAL DE LA SECRETARIA DE GOBERNACION
                                          
                                        339",2014,TLAXCALA,1
186,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,TAMAULIPAS,61
187,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,MICHOACAN,30
188,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,SINALOA,20
189,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,GUERRERO,19
190,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,CHIHUAHUA,17
191,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,JALISCO,16
192,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,VERACRUZ,15
193,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,BAJA CALIFORNIA,11
194,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,COAHUILA,11
195,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,NUEVO LEON,10
196,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,ZACATECAS,10
197,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,(SIN ESTADO),9
198,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,SAN LUIS POTOSI,9
199,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,ESTADO DE MEXICO,8
200,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,SONORA,8
201,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,DURANGO,7
202,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,GUANAJUATO,5
203,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,MORELOS,5
204,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,NAYARIT,5
205,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,QUINTANA ROO,4
206,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,TABASCO,4
207,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,CHIAPAS,3
208,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,OAXACA,2
209,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,CAMPECHE,1
210,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,COLIMA,1
211,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,DISTRITO FEDERAL,1
212,DETENCION ARBITRARIA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        293",2014,PUEBLA,1
213,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,TAMAULIPAS,56
214,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,VERACRUZ,40
215,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,COAHUILA,23
216,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,ESTADO DE MEXICO,20
217,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,MICHOACAN,17
218,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,SINALOA,17
219,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,GUERRERO,9
220,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,ZACATECAS,9
221,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,JALISCO,8
222,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,(SIN ESTADO),6
223,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,OAXACA,5
224,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,COLIMA,4
225,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,NAYARIT,4
226,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,NUEVO LEON,4
227,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,SAN LUIS POTOSI,4
228,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,DISTRITO FEDERAL,3
229,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,MORELOS,3
230,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,TABASCO,3
231,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,GUANAJUATO,2
232,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,PUEBLA,2
233,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,QUINTANA ROO,2
234,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,BAJA CALIFORNIA,1
235,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,CAMPECHE,1
236,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,CHIHUAHUA,1
237,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,DURANGO,1
238,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,QUERETARO,1
239,DETENCION ARBITRARIA,"SECRETARIA DE MARINA
                                          
                                        247",2014,SONORA,1
240,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,(SIN ESTADO),11
241,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,MICHOACAN,11
242,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,DISTRITO FEDERAL,10
243,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,MORELOS,9
244,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,TAMAULIPAS,9
245,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,ESTADO DE MEXICO,8
246,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,SONORA,8
247,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE LA REPUBLICA
                                          
                                        119",2014,BAJA CALIFORNIA,7
