,Hecho_Violatorio,Autoridad,Ano,Entidad,Municipio,Cantidad_Quejas
149,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,SECRETARIA DE EDUCACION PUBLICA,2014,DISTRITO FEDERAL,(SIN DATO),1
150,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,SECRETARIA DE EDUCACION PUBLICA,2014,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,4
151,NO SE PUEDE DETERMINAR,SECRETARIA DE EDUCACION PUBLICA,2014,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,1
152,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,SECRETARIA DE EDUCACION PUBLICA,2014,DISTRITO FEDERAL,MILPA ALTA,4
153,OMITIR RESPETAR LOS DERECHOS DE LAS PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,SECRETARIA DE EDUCACION PUBLICA,2014,DISTRITO FEDERAL,MILPA ALTA,1
154,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,15
155,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,15
156,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,11
157,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,5
158,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,4
159,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,3
160,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,2
161,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
162,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
163,IMPEDIR EL ACCESO A LA EDUCACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
164,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
165,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
166,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
167,RETARDAR O ENTORPECER LA FUNCION DE INVESTIGACION O PROCURACION DE JUSTICIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,GUSTAVO A. MADERO,1
168,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,15
169,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,12
170,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,10
171,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,8
172,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,4
173,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,4
174,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,3
175,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,2
176,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,1
177,NO SE PUEDE DETERMINAR,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,1
178,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,1
179,"OMITIR CUSTODIAR, VIGILAR, PROTEGER, ESTABLECER MEDIDAS CAUTELARES Y/O DAR SEGURIDAD A PERSONAS",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,1
180,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAUHTEMOC,1
181,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,14
182,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,10
183,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,9
184,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,9
185,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,4
186,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,2
187,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,1
188,INCUMPLIR CON EL PAGO DE PENSION,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,1
189,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,1
190,NO SE PUEDE DETERMINAR,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,1
191,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,1
192,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTAPALAPA,1
193,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,16
194,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,10
195,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,4
196,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,2
197,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,2
198,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,2
199,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,1
200,NO SE PUEDE DETERMINAR,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,1
201,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,1
202,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,1
203,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,BENITO JUAREZ,1
204,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,12
205,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,5
206,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,5
207,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,2
208,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,2
209,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,2
210,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,1
211,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,1
212,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,1
213,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,1
214,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,1
215,REVELAR INDEBIDAMENTE LA CONDICION DE SEROPOSITIVO O ENFERMOS DE SIDA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,AZCAPOTZALCO,1
216,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,10
217,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,8
218,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,4
219,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,4
220,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,3
221,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,3
222,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,1
223,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,1
224,OMITIR FUNDAR EL ACTO DE AUTORIDAD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,ALVARO OBREGON,1
225,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,6
226,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,5
227,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,5
228,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,3
229,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
230,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
231,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
232,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
233,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
234,OMITIR PRESTAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
235,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,COYOACAN,1
236,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),6
237,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),5
238,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),2
239,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),2
240,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),1
241,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),1
242,IMPEDIR EL ACCESO A LUGARES PUBLICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),1
243,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),1
244,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,(SIN DATO),1
245,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,TLALPAN,8
246,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,TLALPAN,5
247,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,TLALPAN,1
248,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,TLALPAN,1
249,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MAGDALENA CONTRERAS,7
250,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MAGDALENA CONTRERAS,2
251,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MAGDALENA CONTRERAS,2
252,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MAGDALENA CONTRERAS,1
253,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MAGDALENA CONTRERAS,1
254,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,5
255,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,2
256,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,2
257,INFRINGIR LOS DERECHOS DE MATERNIDAD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,1
258,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,1
259,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,1
260,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,MIGUEL HIDALGO,1
261,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,VENUSTIANO CARRANZA,4
262,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,VENUSTIANO CARRANZA,3
263,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,VENUSTIANO CARRANZA,2
264,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,VENUSTIANO CARRANZA,1
265,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTACALCO,2
266,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTACALCO,2
267,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTACALCO,1
268,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTACALCO,1
269,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,IZTACALCO,1
270,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,TLAHUAC,2
271,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,TLAHUAC,2
272,NEGLIGENCIA MEDICA,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,1
273,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,CUAJIMALPA DE MORELOS,1
274,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO MEXICANO DEL SEGURO SOCIAL,2014,DISTRITO FEDERAL,XOCHIMILCO,1
275,OMITIR PROPORCIONAR ATENCION MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,17
276,OMITIR SUMINISTRAR MEDICAMENTOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,8
277,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,8
278,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,7
279,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,6
280,NEGLIGENCIA MEDICA,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,5
281,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,3
282,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,2
283,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,2014,DISTRITO FEDERAL,BENITO JUAREZ,2
