,Entidad,Ano,Tipo,Descripcion,Cantidad
214,ESTADO DE MEXICO,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,11
215,ESTADO DE MEXICO,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,8
216,ESTADO DE MEXICO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",4
217,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,4
218,ESTADO DE MEXICO,2014,Hecho_Violatorio,NO SE PUEDE DETERMINAR,3
219,ESTADO DE MEXICO,2014,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,2
220,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,2
221,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,2
222,ESTADO DE MEXICO,2014,Hecho_Violatorio,ABSTENERSE DE PRACTICAR DILIGENCIAS PARA ACREDITAR LA PROBABLE RESPONSABILIDAD DEL INCULPADO,1
223,ESTADO DE MEXICO,2014,Hecho_Violatorio,INCUMPLIR CON EL PAGO DE PENSION,1
224,ESTADO DE MEXICO,2014,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
225,ESTADO DE MEXICO,2014,Hecho_Violatorio,INOBSERVAR LAS FORMALIDADES PARA LA REALIZACION DE LA INTERVENCION DE LAS COMUNICACIONES,1
226,ESTADO DE MEXICO,2014,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,1
227,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
228,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR HACER CONSTAR EL ACTO DE AUTORIDAD EN UN MANDAMIENTO ESCRITO,1
229,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,1
230,ESTADO DE MEXICO,2014,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
231,ESTADO DE MEXICO,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,111
232,ESTADO DE MEXICO,2014,Motivo_Conclusion,ORIENTACION,38
233,MICHOACAN,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,20
234,MICHOACAN,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,16
235,MICHOACAN,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,13
236,MICHOACAN,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,12
237,MICHOACAN,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,7
238,MICHOACAN,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",3
239,MICHOACAN,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
240,MICHOACAN,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
241,MICHOACAN,2014,Hecho_Violatorio,CONTRACEPCION FORZADA,1
242,MICHOACAN,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
243,MICHOACAN,2014,Hecho_Violatorio,INCUMPLIR CON EL PAGO DE PENSION,1
244,MICHOACAN,2014,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
245,MICHOACAN,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
246,MICHOACAN,2014,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
247,MICHOACAN,2014,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
248,MICHOACAN,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
249,MICHOACAN,2014,Hecho_Violatorio,OMITIR U OBSTACULIZAR EL EJERCICIO DEL DERECHO A LA LIBERTAD DE PROCREACION,1
250,MICHOACAN,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,36
251,MICHOACAN,2014,Motivo_Conclusion,ORIENTACION,10
252,MORELOS,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,6
253,MORELOS,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,4
254,MORELOS,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
255,MORELOS,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
256,MORELOS,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,2
257,MORELOS,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,2
258,MORELOS,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
259,MORELOS,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
260,MORELOS,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
261,MORELOS,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
262,MORELOS,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,8
263,MORELOS,2014,Motivo_Conclusion,ORIENTACION,2
264,NAYARIT,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,8
265,NAYARIT,2014,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,2
266,NAYARIT,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
267,NAYARIT,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,3
268,NAYARIT,2014,Motivo_Conclusion,ORIENTACION,1
269,NUEVO LEON,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,4
270,NUEVO LEON,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,3
271,NUEVO LEON,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
272,NUEVO LEON,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
273,NUEVO LEON,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
274,NUEVO LEON,2014,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
275,NUEVO LEON,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,1
276,NUEVO LEON,2014,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
277,NUEVO LEON,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
278,NUEVO LEON,2014,Hecho_Violatorio,OMITIR U OBSTACULIZAR EL EJERCICIO DEL DERECHO A LA LIBERTAD DE PROCREACION,1
279,NUEVO LEON,2014,Hecho_Violatorio,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,1
280,NUEVO LEON,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,8
281,OAXACA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,29
282,OAXACA,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",27
283,OAXACA,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,15
284,OAXACA,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,13
285,OAXACA,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,10
286,OAXACA,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,9
287,OAXACA,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,8
288,OAXACA,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,6
289,OAXACA,2014,Hecho_Violatorio,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,6
290,OAXACA,2014,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,3
291,OAXACA,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,3
292,OAXACA,2014,Hecho_Violatorio,INFRINGIR LOS DERECHOS DE MATERNIDAD,2
293,OAXACA,2014,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
294,OAXACA,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,2
295,OAXACA,2014,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",2
296,OAXACA,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
297,OAXACA,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
298,OAXACA,2014,Hecho_Violatorio,IMPONER CONDUCTAS CONTRARIAS A LA LIBERTAD SEXUAL,1
299,OAXACA,2014,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
300,OAXACA,2014,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
301,OAXACA,2014,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",1
302,OAXACA,2014,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,1
303,OAXACA,2014,Hecho_Violatorio,OMITIR RESPETAR EL DERECHO A LA IGUALDAD ANTE LA LEY,1
304,OAXACA,2014,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
305,OAXACA,2014,Hecho_Violatorio,PRIVACION DE LA VIDA DEL PRODUCTO DE LA CONCEPCION,1
306,OAXACA,2014,Hecho_Violatorio,RETARDAR O ENTORPECER LA FUNCION DE INVESTIGACION O PROCURACION DE JUSTICIA,1
307,OAXACA,2014,Hecho_Violatorio,TRASGREDIR EL DERECHO A LA LIBERTAD SEXUAL,1
308,OAXACA,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,9
309,OAXACA,2014,Motivo_Conclusion,ORIENTACION,7
310,PUEBLA,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,6
311,PUEBLA,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,4
312,PUEBLA,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,3
313,PUEBLA,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,3
314,PUEBLA,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
315,PUEBLA,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,2
316,PUEBLA,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
317,PUEBLA,2014,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,1
318,PUEBLA,2014,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
319,PUEBLA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
320,PUEBLA,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,12
321,PUEBLA,2014,Motivo_Conclusion,ORIENTACION,3
322,PUEBLA,2014,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
323,QUERETARO,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,6
324,QUERETARO,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,6
325,QUERETARO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,6
326,QUERETARO,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,3
327,QUERETARO,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
328,QUERETARO,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
329,QUERETARO,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,1
330,QUERETARO,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
331,QUERETARO,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
332,QUERETARO,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
333,QUERETARO,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,9
334,QUERETARO,2014,Motivo_Conclusion,ORIENTACION,3
335,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,14
336,QUINTANA ROO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,11
337,QUINTANA ROO,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,9
338,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,4
339,QUINTANA ROO,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,4
340,QUINTANA ROO,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,3
341,QUINTANA ROO,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
342,QUINTANA ROO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
343,QUINTANA ROO,2014,Hecho_Violatorio,IMPEDIR EL ACCESO AL TRABAJO,1
344,QUINTANA ROO,2014,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
345,QUINTANA ROO,2014,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
346,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
347,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
348,QUINTANA ROO,2014,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,1
349,QUINTANA ROO,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,23
350,QUINTANA ROO,2014,Motivo_Conclusion,ORIENTACION,7
351,SINALOA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,9
352,SINALOA,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,8
353,SINALOA,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,7
354,SINALOA,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,5
355,SINALOA,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,5
356,SINALOA,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,3
357,SINALOA,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,3
358,SINALOA,2014,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
359,SINALOA,2014,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
360,SINALOA,2014,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
361,SINALOA,2014,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
362,SINALOA,2014,Hecho_Violatorio,RESCINDIR LA RELACION LABORAL POR DISCRIMINACION,1
363,SINALOA,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,19
364,SINALOA,2014,Motivo_Conclusion,ORIENTACION,6
365,SAN LUIS POTOSI,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,58
366,SAN LUIS POTOSI,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",56
367,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,18
368,SAN LUIS POTOSI,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,17
369,SAN LUIS POTOSI,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,13
370,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,7
371,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,4
372,SAN LUIS POTOSI,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
373,SAN LUIS POTOSI,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,1
374,SAN LUIS POTOSI,2014,Hecho_Violatorio,COARTAR EL ADECUADO DESARROLLO FISICO O MENTAL DEL NIÑO,1
375,SAN LUIS POTOSI,2014,Hecho_Violatorio,DETENCION ARBITRARIA,1
376,SAN LUIS POTOSI,2014,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
377,SAN LUIS POTOSI,2014,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,1
378,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
379,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
380,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,1
381,SAN LUIS POTOSI,2014,Hecho_Violatorio,"OMITIR PRESTAR ATENCION MEDICA, POR LA CONDICION DE SEROPOSITIVO O ENFERMOS DE SIDA",1
382,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
383,SAN LUIS POTOSI,2014,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
384,SAN LUIS POTOSI,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,30
385,SAN LUIS POTOSI,2014,Motivo_Conclusion,ORIENTACION,10
386,SONORA,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,30
387,SONORA,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",26
388,SONORA,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,22
389,SONORA,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,18
390,SONORA,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,17
391,SONORA,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,12
392,SONORA,2014,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,6
393,SONORA,2014,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,4
394,SONORA,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,4
395,SONORA,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,3
396,SONORA,2014,Hecho_Violatorio,"ACTOS Y OMISIONES QUE TRANSGREDEN EL DERECHO A LA REPARACION DE LOS DAÑOS, PERJUICIOS O DAÑO MORAL, POR PARTE DE LOS ORGANOS DEL PODER PUBLICO",2
397,SONORA,2014,Hecho_Violatorio,INFRINGIR LOS DERECHOS DE MATERNIDAD,2
398,SONORA,2014,Hecho_Violatorio,NO SE PUEDE DETERMINAR,2
399,SONORA,2014,Hecho_Violatorio,OMITIR O DIFERIR INJUSTIFICADAMENTE LA IMPOSICION DE UNA SANCION LEGAL,2
400,SONORA,2014,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",2
401,SONORA,2014,Hecho_Violatorio,"OMITIR TOMAR LAS MEDIDAS CORRESPONDIENTES PARA GARANTIZAR LA REPARACION DEL DAÑO Y, EN SU CASO, LA INDEMNIZACION",2
402,SONORA,2014,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
403,SONORA,2014,Hecho_Violatorio,"OMITIR DICTAR EL ACUERDO ESCRITO CORRESPONDIENTE, EN RESPUESTA A LA PETICION",1
404,SONORA,2014,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
405,SONORA,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,17
406,SONORA,2014,Motivo_Conclusion,ORIENTACION,8
407,SONORA,2014,Motivo_Conclusion,ACUMULACION,1
408,SONORA,2014,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
409,TABASCO,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",11
410,TABASCO,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,11
411,TABASCO,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,4
412,TABASCO,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
413,TABASCO,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,2
414,TABASCO,2014,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
415,TABASCO,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
416,TABASCO,2014,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
417,TABASCO,2014,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",1
418,TABASCO,2014,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
419,TABASCO,2014,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
420,TABASCO,2014,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,3
421,TABASCO,2014,Motivo_Conclusion,ORIENTACION,3
422,TABASCO,2014,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
423,TAMAULIPAS,2014,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,34
424,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,33
425,TAMAULIPAS,2014,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,32
426,TAMAULIPAS,2014,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",31
427,TAMAULIPAS,2014,Hecho_Violatorio,NEGLIGENCIA MEDICA,23
428,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,8
429,TAMAULIPAS,2014,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,6
430,TAMAULIPAS,2014,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",5
431,TAMAULIPAS,2014,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,5
432,TAMAULIPAS,2014,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,4
433,TAMAULIPAS,2014,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,4
